episode,seed0,seed1,steps,hunger_recovery,non_hungry_steps,non_hungry_rate,action_count_eat,action_count_read,action_count_drop,action_count_quaff,action_count_zap,action_freq_eat,action_freq_read,action_freq_drop,action_freq_quaff,action_freq_zap
76,766813899,766813899,35076,67,32106,0.9153267191241875,880,4,28,57,18,0.025088379518759266,0.00011403808872163302,0.0007982666210514312,0.0016250427642832705,0.0005131713992473486
77,766813900,766813900,41980,71,40116,0.955597903763697,848,4,48,13,73,0.02020009528346832,9.528346831824679e-05,0.0011434016198189614,0.00030967127203430206,0.0017389232968080038
78,766813901,766813901,86506,136,78633,0.9089889718632234,1397,32,34,16,9,0.01614916884377962,0.00036991653758120825,0.0003930363211800338,0.00018495826879060413,0.00010403902619471481
79,766813902,766813902,34163,81,30011,0.8784650060006439,668,6,6,1,4,0.019553317917044757,0.0001756286040453122,0.0001756286040453122,2.927143400755203e-05,0.00011708573603020812
80,766813903,766813903,16354,45,14389,0.8798459092576739,420,1,64,0,2,0.02568179038767274,6.114711997064938e-05,0.003913415678121561,0.0,0.00012229423994129877
81,766813904,766813904,36584,39,35374,0.9669254318827903,854,7,13,8,1,0.023343538158757927,0.00019134047671113055,0.0003553465996063853,0.00021867483052700635,2.7334353815875794e-05
82,766813905,766813905,20590,80,18227,0.8852355512384653,562,3,5,4,1,0.027294803302574066,0.00014570179698882954,0.00024283632831471587,0.0001942690626517727,4.856726566294317e-05
83,766813906,766813906,21596,65,19541,0.9048434895350991,491,3,9,0,2,0.02273569179477681,0.00013891461381737358,0.0004167438414521208,0.0,9.260974254491573e-05
84,766813907,766813907,29643,54,27195,0.9174172654589616,659,15,32,3,31,0.022231218162804035,0.0005060216577269508,0.0010795128698174949,0.00010120433154539014,0.0010457780926356982
85,766813908,766813908,34080,87,30687,0.9004401408450704,834,3,18,0,49,0.02447183098591549,8.802816901408451e-05,0.000528169014084507,0.0,0.001437793427230047
86,766813909,766813909,34918,85,31056,0.8893980182141016,737,1,85,25,7,0.02110659258834985,2.8638524543215534e-05,0.0024342745861733205,0.0007159631135803884,0.00020046967180250875
87,766813910,766813910,57246,115,49184,0.8591691995947315,1118,10,85,1,1,0.019529748803409845,0.0001746846941271006,0.001484819900080355,1.7468469412710057e-05,1.7468469412710057e-05
88,766813911,766813911,33225,92,29337,0.8829796839729119,814,4,108,5,70,0.024499623777276148,0.00012039127163280663,0.0032505643340857786,0.00015048908954100828,0.002106847253574116
89,766813912,766813912,41000,108,35669,0.8699756097560976,996,12,28,3,2,0.02429268292682927,0.0002926829268292683,0.0006829268292682926,7.317073170731707e-05,4.878048780487805e-05
90,766813913,766813913,45875,75,42190,0.9196730245231608,829,160,76,20,0,0.0180708446866485,0.0034877384196185285,0.001656675749318801,0.00043596730245231606,0.0
91,766813914,766813914,56322,85,50251,0.8922090834842513,869,11,45,104,26,0.015429139590213416,0.00019530556443308122,0.0007989773090444232,0.0018465253364582223,0.0004616313341145556
92,766813915,766813915,139141,186,127892,0.9191539517467893,2204,12,104,38,19,0.01584004714641982,8.62434508879482e-05,0.0007474432410288843,0.00027310426114516927,0.00013655213057258464
93,766813916,766813916,20991,104,17691,0.8427897670430184,458,1,86,0,1,0.021818874755847744,4.763946453241866e-05,0.0040969939497880045,0.0,4.763946453241866e-05
94,766813917,766813917,26015,32,25502,0.9802806073419181,574,7,11,9,0,0.022064193734384008,0.00026907553334614646,0.00042283298097251583,0.00034595425715933114,0.0
95,766813918,766813918,29539,78,26775,0.9064287890585327,792,0,27,1,6,0.026812011239378448,0.0,0.0009140458377060835,3.3853549544669755e-05,0.00020312129726801856
96,766813919,766813919,30694,67,27611,0.8995569166612367,724,35,26,126,0,0.023587671857692057,0.001140288004170196,0.0008470710888121457,0.004105036815012706,0.0
97,766813920,766813920,44410,98,41004,0.923305561810403,1019,9,66,14,25,0.02294528259401036,0.0002026570592208962,0.0014861517676199054,0.0003152443143436163,0.0005629362756136005
98,766813921,766813921,18021,57,16279,0.9033349980578215,469,7,2,3,1,0.02602519283058654,0.0003884357138893513,0.00011098163253981466,0.000166472448809722,5.549081626990733e-05
99,766813922,766813922,16563,38,15056,0.909014067499849,299,1,11,0,1,0.018052285214031273,6.037553583288052e-05,0.0006641308941616856,0.0,6.037553583288052e-05
